Ce,Ti,Hf,Sn,Ge,Y,Sc,Yb,Er,Sm,Nd,Gd,La,In,Nb,Ta,Zr,en_p,ea,valence,pettifor,rad_ionic,rad_slater,rad_clementi,T,a,c,ref
0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,88,1.3336,0.39744,3.88,0.7492,0.8436,1.556,2.0336,25,5.084946285,5.1331,Fujimori1998
0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,86,1.3342,0.39268,3.86,0.7474,0.8442,1.557,2.0292,25,5.084522021,5.1273,Fujimori1998
0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,84,1.3348,0.38792,3.84,0.7456,0.8448,1.558,2.0248,25,5.085087706,5.111,Fujimori1998
0,0,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,96.64,1.351168,0.4520064,4,0.796288,0.838992,1.54664,2.039504,1180,5.1449,5.2847,Gaillard-Allemand2002
0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,93.22,1.372714,0.4784772,4,0.833224,0.837966,1.54322,2.018642,1180,5.144,5.2937,Gaillard-Allemand2002
0,0,0,10.77,0,0,0,0,0,0,0,0,0,0,0,0,89.23,1.397851,0.5093598,4,0.876316,0.836769,1.53923,1.994303,1180,5.1414,5.3042,Gaillard-Allemand2002
0,0,0,13.8,0,0,0,0,0,0,0,0,0,0,0,0,86.2,1.41694,0.532812,4,0.90904,0.83586,1.5362,1.97582,1180,5.1393,5.3103,Gaillard-Allemand2002
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,600,5.12,5.237,Jiang2018
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,700,5.126,5.249,Jiang2018
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,800,5.132,5.257,Jiang2018
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,900,5.138,5.265,Jiang2018
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,1000,5.143,5.273,Jiang2018
0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,7.05,0,85.89,1.341269,0.4505221,3.9999,0.75717,0.8455874,1.5606,2.058596,1100,5.148,5.278,Jiang2018
0,0.970873786,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,93.2038835,1.325631068,0.415699029,3.941747573,0.754466019,0.849456311,1.563106796,2.060582524,25,5.088666667,5.1655,Capel1999
0,4.854368932,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,89.32038835,1.333786408,0.402223301,3.941747573,0.755631068,0.845572816,1.557281553,2.048932039,25,5.081166667,5.175166667,Capel1999
0,9.708737864,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,84.46601942,1.343980583,0.385378641,3.941747573,0.757087379,0.840718447,1.55,2.034368932,25,5.067333333,5.182,Capel1999
0,0,0,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,96.07843137,1.325686275,0.421333333,3.960784314,0.756078431,0.847019608,1.559803922,2.062352941,25,5.10068,5.17672,Schubert1986
0,0,0,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,96.07843137,1.325686275,0.421333333,3.960784314,0.756078431,0.847019608,1.559803922,2.062352941,600,5.125,5.20836,Schubert1986
0,0,0,0,0,3.921568627,0,0,0,0,0,0,0,0,0,0,96.07843137,1.325686275,0.421333333,3.960784314,0.756078431,0.847019608,1.559803922,2.062352941,800,5.13638,5.22934,Schubert1986
0,0,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,94.17475728,1.323592233,0.419067961,3.941747573,0.754174757,0.850427184,1.564563107,2.063495146,25,5.10239,5.17454,Schubert1986
0,0,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,94.17475728,1.323592233,0.419067961,3.941747573,0.754174757,0.850427184,1.564563107,2.063495146,600,5.13008,5.20727,Schubert1986
0,0,0,0,0,5.825242718,0,0,0,0,0,0,0,0,0,0,94.17475728,1.323592233,0.419067961,3.941747573,0.754174757,0.850427184,1.564563107,2.063495146,800,5.14241,5.22139,Schubert1986
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1199.313944,5.147632823,5.274798396,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1245.05837,5.149932681,5.278027176,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1290.802796,5.151942467,5.280738462,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1336.547222,5.154573836,5.283863152,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1382.291647,5.157101608,5.287240421,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1428.036073,5.159318588,5.290078984,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1473.780499,5.161825641,5.293228339,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1519.524925,5.164063341,5.295865233,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1565.269351,5.166570393,5.298580862,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1611.013776,5.168973848,5.301619713,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1656.758202,5.171066512,5.304108348,Krogstad2015
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1700.743227,5.173257593,5.306085904,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,21.21903989,5.103185477,5.1716441,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,474.4407355,5.124841438,5.199974079,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,703.1628645,5.137708211,5.214701656,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,931.8849935,5.15036779,5.228304462,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1069.118271,5.159152833,5.237845272,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1160.607122,5.165037154,5.243407554,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1206.351548,5.168124351,5.246119236,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1252.095974,5.171356584,5.24854341,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1297.8404,5.174733853,5.251492477,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1389.329251,5.180991124,5.256568741,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1526.562529,5.188242929,5.26281358,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1663.795806,5.193526386,5.271583429,Krogstad2015
0,0,0,0,0,5.98,0,0,0,0,0,0,0,0,0,0,94.02,1.323422,0.4188838,3.9402,0.75402,0.8507042,1.56495,2.063588,1753.525257,5.19635459,5.275940843,Krogstad2015
0,0,0,0,0,13.79310345,0,0,0,0,0,0,0,0,0,13.79310345,72.4137931,1.338275862,0.395241379,4,0.755862069,0.850896552,1.570689655,2.06,25,5.109795642,5.238970022,Sheu1993
0,0,0,0,0,15.25423729,0,0,0,0,0,0,0,0,0,15.25423729,69.49152542,1.339152542,0.391983051,4,0.755423729,0.852050847,1.572881356,2.06,25,5.114705628,5.247099306,Sheu1993
0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,66.66666667,1.34,0.388833333,4,0.755,0.853166667,1.575,2.06,25,5.114786664,5.251606879,Sheu1993
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,60,1.342,0.3814,4,0.754,0.8558,1.58,2.06,25,5.119816127,5.262272193,Sheu1993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,1.33,0.426,4,0.76,0.84,1.55,2.06,1200,5.147384839,5.274547156,Sheu1993
0,0,0,0,0,1.960784314,0,0,0,0,0,0,0,0,0,1.960784314,96.07843137,1.331176471,0.421627451,4,0.759411765,0.84154902,1.552941176,2.06,1200,5.151087587,5.279055768,Sheu1993
0,0,0,0,0,3.846153846,0,0,0,0,0,0,0,0,0,3.846153846,92.30769231,1.332307692,0.417423077,4,0.758846154,0.843038462,1.555769231,2.06,1200,5.152777234,5.285977815,Sheu1993
0,0,0,0,0,5.660377358,0,0,0,0,0,0,0,0,0,5.660377358,88.67924528,1.333396226,0.413377358,4,0.758301887,0.844471698,1.558490566,2.06,1200,5.156481021,5.289277112,Sheu1993
0,0,0,0,0,7.407407407,0,0,0,0,0,0,0,0,0,7.407407407,85.18518519,1.334444444,0.409481481,4,0.757777778,0.845851852,1.561111111,2.06,1200,5.157402206,5.296638973,Sheu1993
0,0,0,0,0,11.50442478,0,0,0,0,0,0,0,0,0,11.50442478,76.99115044,1.336902655,0.400345133,4,0.756548673,0.849088496,1.567256637,2.06,1200,5.160783579,5.308469967,Sheu1993
0,0,0,0,0,16.66666667,0,0,0,0,0,0,0,0,0,16.66666667,66.66666667,1.34,0.388833333,4,0.755,0.853166667,1.575,2.06,1200,5.162270288,5.316396314,Sheu1993
0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,20,60,1.342,0.3814,4,0.754,0.8558,1.58,2.06,1200,5.162069428,5.324646114,Sheu1993
0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,84,1.3428,0.45384,4,0.7568,0.84632,1.562,2.0584,25,5.103,5.238,Song2011
0,0,0,0,0,6,0,0,0,0,2,0,0,0,8,0,84,1.3412,0.4577,4,0.75755,0.84812,1.563,2.0572,25,5.1067,5.236,Song2011
0,0,0,0,0,6,0,0,0,2,0,0,0,0,8,0,84,1.3418,0.4577,4,0.75745,0.84752,1.563,2.0636,25,5.106,5.237,Song2011
0,0,0,0,0,6,0,0,0,0,0,2,0,0,8,0,84,1.3424,0.4577,4,0.7574,0.847,1.562,2.0626,25,5.109,5.24,Song2011
