mol%CeO2,"Ms (K, Eddie)","T0 (K, Eddie)",Ms (K),T0 (K),T0 (C),"T0 (C, corr)"
8.64321608,725.9175853999999,861.7777804,645.0175853999999,742.9777803999999,469.9777803999999,579.433955327011
8.743718592999999,716.9421161,853.896642,636.0421161,735.096642,462.096642,571.552816927011
8.844221106,707.9132097999999,846.0011343,627.0132097999999,727.2011342999999,454.2011342999999,563.657309227011
8.944723618,698.8308664,838.0912572999999,617.9308664,719.2912573,446.2912573,555.747432227011
9.045226131,689.6950860000001,830.1670109,608.7950860000001,711.3670109,438.36701089999997,547.823185827011
9.145728643,680.5058684999999,822.2283952,599.6058684999999,703.4283952000001,430.42839520000007,539.8845701270111
9.246231156,671.2632141,814.2754102000001,590.3632140999999,695.4754102,422.47541020000006,531.9315851270111
9.346733667999999,661.9671225,806.3080559,581.0671225,687.5080558999999,414.50805589999993,523.964230827011
9.447236181000001,652.617594,798.3263322,571.7175940000001,679.5263322000001,406.52633220000007,515.9825071270111
9.547738693,643.2146284,790.3302391,562.3146284,671.5302391,398.5302391,507.98641402701105
9.648241206,633.7582258,782.3197767999999,552.8582257999999,663.5197767999999,390.51977679999993,499.97595172701097
9.748743719,624.2483862,774.2949451000001,543.3483862,655.4949451,382.4949451,491.95112002701103
9.849246231,614.6851095,766.255744,533.7851095,647.4557440000001,374.4557440000001,483.91191892701113
9.949748743999999,605.0683957,758.2021737000001,524.1683956999999,639.4021737,366.40217370000005,475.8583486270111
10.05025126,595.398245,750.134234,514.498245,631.334234,358.33423400000004,467.7904089270111
10.15075377,585.6746572000001,742.051925,504.7746572,623.251925,350.251925,459.70809992701106
10.25125628,575.8976324,733.9552466,494.9976324,615.1552466,342.15524660000005,451.6114215270111
10.35175879,566.0671705,725.8441989,485.1671705,607.0441989,334.04419889999997,443.500373827011
10.45226131,556.1832716,717.7187818,475.2832716,598.9187818,325.91878180000003,435.37495672701107
10.55276382,546.2459357000001,709.5789955,465.3459357,590.7789955,317.77899549999995,427.235170427011
10.65326633,536.2551627,701.4248397999999,455.35516270000005,582.6248397999999,309.6248397999999,419.08101472701094
10.75376884,526.2109528,693.2563147000001,445.3109528,574.4563147000001,301.4563147000001,410.91248962701115
10.85427136,516.1133057,685.0734204,435.2133057,566.2734204,293.27342039999996,402.729595327011
10.95477387,505.96222170000004,676.8761567,425.0622217,558.0761567000001,285.07615670000007,394.5323316270111
11.05527638,495.7577006,668.6645236,414.8577006,549.8645236000001,276.8645236000001,386.32069852701113
11.15577889,485.49974239999995,660.4385212000001,404.59974239999997,541.6385212,268.6385212,378.09469612701105
11.25628141,475.18834730000003,652.1981495,394.2883473,533.3981495,260.39814950000005,369.8543244270111
11.35678392,464.82351510000007,643.9434085,383.92351510000003,525.1434085,252.14340849999996,361.599583427011
11.45728643,454.40524580000005,635.6742981000001,373.5052458,516.8742981,243.87429810000003,353.33047302701107
11.55778894,443.9335396000001,627.3908184,363.03353960000004,508.59081839999993,235.59081839999993,345.04699332701097
11.65829146,433.40839630000005,619.0929694,352.5083963,500.2929694,227.2929694,336.74914432701104
11.75879397,422.82981589999997,610.780751,341.9298159,491.980751,218.980751,328.43692592701103
11.85929648,412.1977985,602.4541632999999,331.2977985,483.65416330000005,210.65416330000005,320.1103382270111
11.95979899,401.5123441,594.1132062,320.61234410000003,475.31320619999997,202.31320619999997,311.769381127011
12.06030151,390.77345269999995,585.7578798999999,309.8734527,466.95787989999997,193.95787989999997,303.414054827011
12.16080402,379.9811242,577.3881841,299.08112420000003,458.5881841,185.58818409999998,295.044359027011
12.26130653,369.1353587,569.0041191,288.2353587,450.20411910000007,177.20411910000007,286.6602940270111
12.36180905,358.2361562,560.6056847,277.3361562,441.80568470000003,168.80568470000003,278.26185962701106
12.46231156,347.28351660000004,552.1928809999999,266.38351659999995,433.39288099999993,160.39288099999993,269.84905592701097
12.56281407,336.27744,543.7657078999999,255.37743999999998,424.9657079,151.96570789999998,261.421882827011
12.66331658,325.21792630000004,535.3241656,244.31792630000004,416.52416560000006,143.52416560000006,252.9803405270111
12.7638191,314.1049756,526.8682537999999,233.2049756,408.06825380000004,135.06825380000004,244.52442872701107
12.86432161,302.93858789999996,518.3979728,222.0385879,399.59797280000004,126.59797280000004,236.05414772701107
12.96482412,291.71876319999996,509.91332239999997,210.81876319999998,391.1133224,118.11332240000002,227.56949732701105
13.06532663,280.4455014,501.41430269999995,199.5455014,382.6143027,109.6143027,219.07047762701103
13.16582915,269.1188026,492.90091359999997,188.21880259999998,374.1009136,101.10091360000001,210.55708852701105
13.26633166,257.7386667,484.37315520000004,176.83866669999998,365.5731552,92.57315519999997,202.029330127011
13.36683417,246.3050938,475.83102750000006,165.4050938,357.0310275,84.0310275,193.48720242701103
13.46733668,234.8180839,467.27453039999995,153.91808390000003,348.47453039999994,75.47453039999994,184.93070532701097
13.5678392,223.2776369,458.70366399999995,142.3776369,339.903664,66.90366399999999,176.35983892701103
13.66834171,211.6837529,450.1184283,130.7837529,331.31842830000005,58.31842830000005,167.77460322701108
13.76884422,200.03643190000003,441.5188233,119.13643190000002,322.7188233,49.7188233,159.17499822701103
13.86934673,188.33567380000002,432.9048489,107.43567379999999,314.1048489,41.10484889999998,150.561023827011
13.96984925,176.5814788,424.2765051,95.68147875,305.47650510000005,32.476505100000054,141.9326800270111
14.07035176,164.7738466,415.6337921,83.87384662,296.8337921,23.833792099999982,133.28996702701102
