,Ce,Ti,Hf,Sn,Ge,Y,Sc,Yb,Er,Sm,Nd,Gd,La,In,Nb,Ta,Zr,en_p,ea,valence,pettifor,rad_ionic,rad_slater,rad_clementi,T,tetr_a,tetr_c,ref,mono_a,mono_b,mono_c,mono_beta
40,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,647.0,5.147287647,5.257485,Eddie,,,,
41,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,667.0,5.148339822,5.259180000000001,Eddie,,,,
42,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,687.0,5.149438666,5.260813,Eddie,,,,
43,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,727.0,5.15159817,5.263846,Eddie,,,,
44,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,827.0,5.157161686,5.271351999999999,Eddie,,,,
45,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,727.0,5.151691508,5.264043,Eddie,,,,
46,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,627.0,5.146316082,5.2564779999999995,Eddie,,,,
47,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,587.0,5.144191934,5.2533199999999995,Eddie,,,,
48,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,567.0,5.142999752,5.25188,Eddie,,,,
49,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,547.0,5.141868381,5.25031,Eddie,,,,
50,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.0,1.3132,0.43191999999999997,4.0,0.7554,0.8504,1.574,2.0216,527.0,5.140845904,5.24871,Eddie,,,,
51,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,287.0,5.141992832,5.2410440000000005,Eddie,,,,
52,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,307.0,5.143080362,5.2426010000000005,Eddie,,,,
53,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,327.0,5.144070311,5.244063,Eddie,,,,
54,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,377.0,5.146904395,5.248111,Eddie,,,,
55,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,327.0,5.143927476,5.243973,Eddie,,,,
56,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,277.0,5.141332394,5.240324,Eddie,,,,
57,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,227.0,5.138716099,5.2362910000000005,Eddie,,,,
58,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,177.0,5.136204455,5.232725,Eddie,,,,
59,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,127.0,5.133694226,5.229439,Eddie,,,,
60,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,107.0,5.13273539,5.228137,Eddie,,,,
61,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,97.0,5.132182432,5.227261,Eddie,,,,
62,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3048,0.43488000000000004,4.0,0.7531,0.8556,1.5859999999999999,2.0024,87.0,5.131622403,5.22652,Eddie,,,,
63,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,287.0,5.143593721,5.2428930000000005,Eddie,,,,
64,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,307.0,5.144056169,5.2443919999999995,Eddie,,,,
65,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,327.0,5.145265322,5.245298,Eddie,,,,
66,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,347.0,5.146596097,5.247479,Eddie,,,,
67,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,377.0,5.14846993,5.24991,Eddie,,,,
68,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,327.0,5.144964094,5.245149,Eddie,,,,
69,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,277.0,5.14277772,5.241541000000001,Eddie,,,,
70,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,227.0,5.139902623999999,5.237653,Eddie,,,,
71,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,177.0,5.136965302,5.233069,Eddie,,,,
72,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,127.0,5.134163745,5.229186,Eddie,,,,
73,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.5,1.30375,0.43525,4.0,0.7528125,0.85625,1.5875,2.0,77.0,5.132214959,5.226430000000001,Eddie,,,,
74,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,25.0,5.130587199,5.225203,Eddie,,,,
75,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,7.0,5.129761298,5.2242239999999995,Eddie,,,,
76,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,227.0,5.141991417,5.239876000000001,Eddie,,,,
77,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,247.0,5.1430280360000005,5.241223000000001,Eddie,,,,
78,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,267.0,5.143770498,5.242306,Eddie,,,,
79,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,287.0,5.145012178,5.243834,Eddie,,,,
80,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,307.0,5.145815451,5.245432,Eddie,,,,
81,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,327.0,5.146712062,5.246733,Eddie,,,,
82,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,347.0,5.147868889,5.24834,Eddie,,,,
83,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,377.0,5.148997431000001,5.25017,Eddie,,,,
84,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,327.0,5.146787016,5.246799,Eddie,,,,
85,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,277.0,5.144199005,5.243062,Eddie,,,,
86,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,227.0,5.1412348130000005,5.239174,Eddie,,,,
87,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,177.0,5.138289006,5.235251,Eddie,,,,
88,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,127.0,5.135712309,5.231326,Eddie,,,,
89,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,77.0,5.133220465,5.22772,Eddie,,,,
90,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.0,1.3027,0.43562,4.0,0.752525,0.8569,1.589,1.9976,25.0,5.130625383,5.224254,Eddie,,,,
91,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,25.0,5.131974543,5.2270900000000005,Eddie,,,,
92,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-3.0,5.130686194,5.2252089999999995,Eddie,,,,
93,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-23.0,5.129829181,5.223876000000001,Eddie,,,,
94,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-43.0,5.12911076,5.223065,Eddie,,,,
95,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-53.0,5.128823675,5.222402,Eddie,,,,
96,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-63.0,5.12855356,5.221722,Eddie,,,,
97,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-73.0,5.128219806000001,5.221538,Eddie,,,,
98,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-83.0,5.128017573,5.221309,Eddie,,,,
99,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-93.0,5.127618765,5.220778,Eddie,,,,
100,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-103.0,5.127453302,5.220398,Eddie,,,,
101,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-113.0,5.127074293,5.219926,Eddie,,,,
102,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-123.0,5.126662757,5.219416000000001,Eddie,,,,
103,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-133.0,5.126409612,5.219062,Eddie,,,,
104,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,-143.0,5.126336073,5.218652,Eddie,,,,
105,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,77.0,5.134508813,5.2297,Eddie,,,,
106,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,87.0,5.134889236999999,5.23033,Eddie,,,,
