,Ce,Ti,Hf,Sn,Ge,Y,Sc,Yb,Er,Sm,Nd,Gd,La,In,Nb,Ta,Zr,en_p,ea,valence,pettifor,rad_ionic,rad_slater,rad_clementi,T,tetr_a,tetr_c,ref,mono_a,mono_b,mono_c,mono_beta
107,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,97.0,5.135163594,5.230986,Eddie,,,,
108,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,107.0,5.136337392,5.232336,Eddie,,,,
109,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,117.0,5.136751756000001,5.232615,Eddie,,,,
110,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,127.0,5.137071368,5.233676,Eddie,,,,
111,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,137.0,5.137878884,5.234386,Eddie,,,,
112,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,147.0,5.138161727,5.23489,Eddie,,,,
113,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,167.0,5.139286027,5.236458,Eddie,,,,
114,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,187.0,5.140773779,5.239091999999999,Eddie,,,,
115,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,207.0,5.141254612,5.240093,Eddie,,,,
116,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,227.0,5.142521747,5.241487,Eddie,,,,
117,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,247.0,5.143517354,5.242694,Eddie,,,,
118,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,267.0,5.1445058889999995,5.244768,Eddie,,,,
119,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,287.0,5.145532608,5.245924,Eddie,,,,
120,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,307.0,5.147014704,5.247723000000001,Eddie,,,,
121,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,327.0,5.148018796000001,5.248819,Eddie,,,,
122,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,347.0,5.149155823,5.250885,Eddie,,,,
123,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,377.0,5.151369067,5.2535169999999995,Eddie,,,,
124,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,327.0,5.148059808,5.249384,Eddie,,,,
125,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,277.0,5.145245523,5.245158,Eddie,,,,
126,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,227.0,5.142200721,5.241365,Eddie,,,,
127,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,177.0,5.139482602,5.237419999999999,Eddie,,,,
128,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,127.0,5.136965302,5.233445,Eddie,,,,
129,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,77.0,5.134477701000001,5.229844,Eddie,,,,
130,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.5,1.30165,0.43599,4.0,0.7522375,0.85755,1.5905,1.9952,25.0,5.131991513,5.226662999999999,Eddie,,,,
131,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,25.0,5.133702712,5.228205,Eddie,,,,
132,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-3.0,5.132400221,5.226471,Eddie,,,,
133,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-23.0,5.131432899,5.225042,Eddie,,,,
134,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-43.0,5.130707407,5.223985,Eddie,,,,
135,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-53.0,5.130143136,5.223215,Eddie,,,,
136,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-63.0,5.1297471560000005,5.2225589999999995,Eddie,,,,
137,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-73.0,5.129270566000001,5.222119,Eddie,,,,
138,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-83.0,5.128989138000001,5.221768,Eddie,,,,
139,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-93.0,5.128666697,5.221108999999999,Eddie,,,,
140,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-103.0,5.1283145580000005,5.220592,Eddie,,,,
141,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-113.0,5.128052928,5.22015,Eddie,,,,
142,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-123.0,5.127812512,5.219727,Eddie,,,,
143,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-133.0,5.127491486,5.219575,Eddie,,,,
144,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-143.0,5.127342993,5.219076,Eddie,,,,
145,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-153.0,5.127126618999999,5.218907,Eddie,,,,
146,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-163.0,5.12689893,5.218471,Eddie,,,,
147,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-173.0,5.126823977,5.218103,Eddie,,,,
148,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-193.0,5.126254049,5.217434,Eddie,,,,
149,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-213.0,5.126210208,5.217212,Eddie,,,,
150,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-233.0,5.12602636,5.2171,Eddie,,,,
151,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-253.0,5.125879282,5.216824,Eddie,,,,
152,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-198.0,5.1265001219999995,5.217549,Eddie,,,,
153,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-143.0,5.1275452260000005,5.219372,Eddie,,,,
154,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-88.0,5.129348348,5.22195,Eddie,,,,
155,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,-33.0,5.131394715,5.224772,Eddie,,,,
156,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3006,0.43636,4.0,0.75195,0.8582,1.5919999999999999,1.9928,25.0,5.133711197,5.228225,Eddie,,,,
157,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,25.0,5.1370572260000005,5.2299430000000005,Eddie,,,,
158,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-13.0,5.135621799,5.228151,Eddie,,,,
159,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-43.0,5.1343631489999995,5.226458999999999,Eddie,,,,
160,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-73.0,5.133043688,5.2249620000000006,Eddie,,,,
161,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-103.0,5.132350723,5.224615,Eddie,,,,
162,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-133.0,5.13178221,5.2236769999999995,Eddie,,,,
163,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-163.0,5.131483811,5.223028,Eddie,,,,
164,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-193.0,5.131056718,5.222407,Eddie,,,,
165,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-223.0,5.1308544860000005,5.2219050000000005,Eddie,,,,
166,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,-253.0,5.13054053,5.22141,Eddie,,,,
167,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,85.0,1.2985,0.4371,4.0,0.751375,0.8595,1.595,1.9880000000000002,25.0,5.137332998,5.2300830000000005,Eddie,,,,
168,0.0,0.0,0.0,0.0,0.0,6.5,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,93.5,1.32285,0.41826499999999994,3.935,0.7535,0.851635,1.56625,2.0639,22.0,5.098946999,5.1797,Howard1988,,,,
169,0.0,0.0,0.0,0.0,0.0,4.02501784,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,95.97498216,1.32557248,0.421210229,3.959749822,0.755974982,0.847204782,1.560062545,2.062415011,25.0,5.096613054,5.181086348,Scott1975,,,,
170,0.0,0.0,0.0,0.0,0.0,4.028620245,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,95.97137976,1.3255685179999999,0.42120594200000006,3.959713798,0.75597138,0.84721123,1.5600715509999998,2.062417172,25.0,5.096613054,5.1780809130000005,Scott1975,,,,
171,0.0,0.0,0.0,0.0,0.0,6.031299747,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,93.96870025,1.32336557,0.418822753,3.939687003,0.7539686999999999,0.850796027,1.5650782490000001,2.06361878,25.0,5.099779053,5.175536587,Scott1975,,,,
172,0.0,0.0,0.0,0.0,0.0,7.008580584,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.99141942,1.322290561,0.417659789,3.9299141939999997,0.7529914190000001,0.8525453590000001,1.567521451,2.064205148,25.0,5.107070319,5.1671995939999995,Scott1975,,,,
173,0.0,0.0,0.0,0.0,0.0,8.00577757,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,91.99422243,1.321193645,0.416473125,3.9199422239999997,0.751994222,0.854330342,1.5700144440000001,2.064803467,25.0,5.106251029,5.171785969,Scott1975,,,,
174,0.0,0.0,0.0,0.0,0.0,9.723455426000001,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,90.27654457,1.319304199,0.41442908799999995,3.902765446,0.750276545,0.857404985,1.574308639,2.065834073,25.0,5.115407312,5.165309875,Scott1975,,,,
175,0.0,0.0,0.0,0.0,0.0,11.31705618,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.68294382,1.317551238,0.41253270299999995,3.886829438,0.748682944,0.8602575309999999,1.57829264,2.066790234,25.0,5.1200430919999995,5.159727178,Scott1975,,,,
176,0.0,0.0,0.0,0.0,0.0,12.01005585,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.98994415,1.316788939,0.411708034,3.879899441,0.7479899440000001,0.861498,1.58002514,2.0672060340000002,25.0,5.122204534,5.157977439,Scott1975,,,,
177,0.0,0.0,0.0,0.0,0.0,11.9847361,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.01526390000001,1.31681679,0.41173816399999996,3.880152639,0.7480152640000001,0.8614526779999999,1.57996184,2.067190842,25.0,5.1243083380000005,5.1555689739999995,Scott1975,,,,
178,0.0,0.0,0.0,0.0,0.0,12.96093621,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,87.03906379,1.31574297,0.410576486,3.870390638,0.7470390640000001,0.8632000759999999,1.5824023409999999,2.0677765619999997,25.0,5.12679091,5.152942307,Scott1975,,,,
179,0.0,0.0,0.0,0.0,0.0,3.831011497,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.1689885,1.325785887,0.421441096,3.961689885,0.7561689890000001,0.846857511,1.559577529,2.062298607,25.0,5.099535303,5.18051587,Toraya1989,,,,
180,0.0,0.0,0.0,0.0,0.0,4.7799818389999995,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,95.22001816,1.32474202,0.42031182200000006,3.952200182,0.7552200179999999,0.848556167,1.561949955,2.062867989,25.0,5.1007490419999995,5.177092808,Toraya1989,,,,
181,0.0,0.0,0.0,0.0,0.0,5.593134077999999,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.40686592,1.323847553,0.41934417,3.9440686589999996,0.754406866,0.85001171,1.563982835,2.06335588,25.0,5.102895204,5.175971073,Toraya1989,,,,
182,0.0,0.0,0.0,0.0,0.0,5.570673659,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.42932634,1.323872259,0.419370898,3.944293263,0.7544293259999999,0.8499715059999999,1.5639266840000001,2.063342404,25.0,5.103825359,5.175096826,Toraya1989,,,,
183,0.0,0.0,0.0,0.0,0.0,5.722987778999999,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.27701222,1.323704713,0.419189645,3.9427701219999998,0.7542770120000001,0.8502441479999999,1.564307469,2.063433793,25.0,5.104130495,5.1739991960000005,Toraya1989,,,,
184,0.0,0.0,0.0,0.0,0.0,7.602347281,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,92.39765272,1.321637418,0.41695320700000005,3.9239765269999998,0.7523976529999999,0.853608202,1.569005868,2.0645614080000003,25.0,5.110276324,5.170651667,Toraya1989,,,,
185,0.0,0.0,0.0,0.0,0.0,11.18917039,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.81082961,1.317691913,0.41268488700000006,3.8881082960000004,0.74881083,0.860028615,1.577972926,2.066713502,25.0,5.12319073,5.159373242,Toraya1989,,,,
186,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,90.0,1.319,0.4141,3.9,0.75,0.8579,1.575,2.066,25.0,5.117048933,5.1634,Yashima1994,,,,
187,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,88.0,1.3168,0.41172,3.88,0.748,0.8614799999999999,1.58,2.0672,25.0,5.123412893999999,5.1575,Yashima1994,,,,
188,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,86.0,1.3146,0.40934,3.86,0.746,0.86506,1.585,2.0684,25.0,5.127655534,5.1514,Yashima1994,,,,
189,0.0,0.0,0.0,0.0,0.0,3.921568627,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.07843137,1.325686275,0.421333333,3.9607843139999996,0.7560784309999999,0.847019608,1.559803922,2.062352941,25.0,5.0969,5.1804,Hunter1998,,,,
190,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,608.3298384,5.125262122,5.217240916000001,Urabe1988,,,,
191,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,807.1297222000001,5.136990139,5.228975385,Urabe1988,,,,
192,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,1011.601123,5.148019163,5.245583443999999,Urabe1988,,,,
193,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,1204.710133,5.156968416000001,5.255225236999999,Urabe1988,,,,
194,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.0,1.3234,0.41886,3.94,0.754,0.8507399999999999,1.565,2.0636,608.4072652000001,5.1280494889999995,5.217240916000001,Urabe1988,,,,
195,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.0,1.3234,0.41886,3.94,0.754,0.8507399999999999,1.565,2.0636,807.1877923999999,5.139080664,5.228975385,Urabe1988,,,,
196,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.0,1.3234,0.41886,3.94,0.754,0.8507399999999999,1.565,2.0636,1013.4142009999999,5.150109688,5.242097085,Urabe1988,,,,
197,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,94.0,1.3234,0.41886,3.94,0.754,0.8507399999999999,1.565,2.0636,1204.864987,5.161846308,5.255922078,Urabe1988,,,,
198,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,657.0,5.129042878,5.2258,Eddie,,,,
199,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,667.0,5.129618463,5.226946,Eddie,,,,
200,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,687.0,5.130758319,5.228196,Eddie,,,,
201,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,727.0,5.132777816,5.230747,Eddie,,,,
202,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,777.0,5.135798576,5.23402,Eddie,,,,
203,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,827.0,5.138331433,5.23695,Eddie,,,,
204,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,627.0,5.127317537,5.224172,Eddie,,,,
205,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,567.0,5.12390504,5.22011,Eddie,,,,
206,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,547.0,5.122728414,5.218714,Eddie,,,,
207,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,97.0,1.3267,0.42243,3.97,0.757,0.8453700000000001,1.5575,2.0618,537.0,5.122230611,5.217815,Eddie,,,,
208,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,627.0,5.129079648,5.219074,Eddie,,,,
209,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,647.0,5.129933833,5.220362000000001,Eddie,,,,
210,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,667.0,5.131186826,5.221826999999999,Eddie,,,,
211,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.0,1.3256,0.42123999999999995,3.96,0.7559999999999999,0.84716,1.56,2.0624,527.0,5.1232290460000005,5.2126,Eddie,,,,
212,0.0,0.0,0.0,0.0,0.0,3.921568627,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,96.07843137,1.325686275,0.421333333,3.9607843139999996,0.7560784309999999,0.847019608,1.559803922,2.062352941,25.0,5.095193849,5.17953497,Kim1997,,,,
