"mol%TiO2","mol%HfO2","Ms (K)","T0 (K)"
1,42,1630.1332896239808,1770.9730904016906
1,43,1637.0667161855818,1777.1150418047248
1,44,1643.9569707218195,1783.1945934546475
1,45,1650.8041987365634,1789.2119039123897
1,46,1657.6085333503606,1795.1671182443204
1,47,1664.3700965904004,1801.0603694279519
1,48,1671.0890005224405,1806.8917795854904
1,49,1677.7653482469989,1812.6614610693648
1,50,1684.399234778266,1818.3695174200357
1,51,1690.9907478216696,1824.0160442133292
1,52,1697.5399684633308,1829.6011298118008
1,53,1704.0469717830101,1835.124856032622
1,54,1710.5118274001218,1840.5872987426308
1,55,1716.9345999612515,1845.988528389612
1,56,1723.3153495763997,1851.328610477625
1,57,1729.6541322100327,1856.6076059932263
1,58,1735.951000032432,1861.8255717882882
1,59,1742.206001735845,1866.9825609245486
1,60,1748.419182819599,1872.078622984306
1,61,1754.5905858475667,1877.1138043509752
1,62,1760.7202506811677,1882.088148463016
1,63,1766.8082146904717,1887.0016960439712
1,64,1772.8545129458514,1891.8544853113233
1,65,1778.859178392213,1896.6465521663383
1,66,1784.8222420075995,1901.3779303669392
1,67,1790.7437329477993,1906.0486516852638
1,68,1796.6236786784273,1910.658746051607
1,69,1802.462105095636,1915.208241685955
1,70,1808.259036636638,1919.6971652184345
1,71,1814.0144963810071,1924.1255417997231
1,72,1819.7285061437008,1928.493395202382
1,73,1825.4010865604923,1932.800747913953
1,74,1831.0322571665577,1937.0476212226615
1,75,1836.6220364689334,1941.2340352962858
1,76,1842.1704420132257,1945.3600092549434
1,77,1847.6774904452916,1949.4255612382217
1,78,1853.1431975681337,1953.4307084672412
1,79,1858.5675783946326,1957.3754673020846
1,80,1863.9506471962688,1961.259853294917
1,81,1869.2924175483556,1965.0838812392603
1,82,1874.592902371994,1968.847565215705
1,83,1879.852113972975,1972.5509186343231
1,84,1885.0700640779885,1976.193954274149
1,85,1890.2467638683254,1979.7766843198024
1,86,1895.3822240111688,1983.2991203957433
1,87,1900.4764546888377,1986.7612735979992
1,88,1905.529465626018,1990.1631545239288
1,89,1910.5412661151802,1993.504773299882
1,90,1915.5118650403585,1996.7861396071057
1,91,1920.441270899301,2000.0072627059208
1,92,1925.3294918242689,2003.1681514583506
1,93,1930.1765356014694,2006.268814349304
1,94,1934.9824096892703,2009.3092595064388
1,95,1939.7471212352739,2012.289494718778
1,96,1944.4706770923344,2015.2095274541127
1,97,1949.1530838336084,2018.069364875443
1,98,1953.794347766644,2020.8690138563752
1,99,1958.3944749467119,2023.6084809955228
1,100,1962.9534711892632,2026.2877726302258
2,0,1205.6011802311286,1353.1300713056307
2,1,1244.8948794286835,1395.6786942168833
2,2,1268.812397456289,1421.210991449384
2,3,1286.554878436232,1439.9007773189992
2,4,1301.1893704092752,1455.1393232643445
2,5,1314.0303225357454,1468.3800313305499
2,6,1325.7349593958054,1480.3496025401766
2,7,1336.6684057562134,1491.451759683531
2,8,1347.049736477024,1501.9287364348065
2,9,1357.0183628328157,1511.9346814957587
2,10,1366.6672256733104,1521.572360667551
2,11,1376.0606686636984,1530.9129195048474
2,12,1385.244651564837,1540.0071762609648
2,13,1394.2528782013367,1548.8923976550257
2,14,1403.1106264416708,1557.5965337263365
2,15,1411.8372264205507,1566.1409580344068
2,16,1420.4477126872039,1574.542294458822
2,17,1428.9539546225783,1582.8136671150653
2,18,1437.3654477314512,1590.965575295507
2,19,1445.689878851024,1599.006518427322
2,20,1453.9335372117152,1606.9434505872794
2,21,1462.1016182647654,1614.7821164474844
2,22,1470.1984515528495,1622.5273032347116
2,23,1478.2276738918404,1630.1830322194396
2,24,1486.1923625874495,1637.7527060151428
2,25,1494.0951390482735,1645.239223144431
2,26,1501.9382501959396,1652.6450680552293
2,27,1509.7236330318776,1659.9723825130263
2,28,1517.4529662906396,1667.2230227145387
2,29,1525.1277120958678,1674.398605347248
2,30,1532.7491498057686,1681.5005450127114
2,31,1540.3184037048106,1688.5300848456154
2,32,1547.836465808699,1695.488321729505
2,33,1555.3042147599174,1702.3762271898204
2,34,1562.7224315740214,1709.1946648047222
2,35,1570.0918128324402,1715.9444047925715
2,36,1577.412981792236,1722.6261362961006
2,37,1584.6864977866846,1729.2404777767504
2,38,1591.912864215719,1735.787985849821
2,39,1599.0925353670948,1742.269162826669
2,40,1606.2259222630669,1748.6844631794681
2,41,1613.3133976912518,1755.0342991039374
2,42,1620.3553005494969,1761.3190453234351
2,43,1627.351939611384,1767.5390432525853
2,44,1634.3035968006209,1773.6946046177734
2,45,1641.210530047417,1779.7860146154974
2,46,1648.072975787784,1785.8135346758647
2,47,1654.8911511568551,1791.7774048877577
2,48,1661.6652559189254,1797.6778461329498
2,49,1668.395474170522,1803.5150619691506
2,50,1675.0819758468895,1809.2892402957743
2,51,1681.7249180579904,1815.0005548311615
2,52,1688.3244462759853,1820.6491664256275
2,53,1694.8806953932587,1826.2352242312732
2,54,1701.3937906670246,1831.7588667464847
2,55,1707.8638485645047,1837.2202227504688
2,56,1714.2909775207152,1842.6194121410877
2,57,1720.6752786191284,1847.9565466875522
2,58,1727.0168462043362,1853.2317307077908
2,59,1733.3157684343832,1858.4450616792028
2,60,1739.5721277797131,1863.5966307903404
2,61,1745.7860014745365,1868.6865234399827
2,62,1751.9574619259415,1873.7148196895073
2,63,1758.0865770851826,1878.6815946734248
2,64,1764.173410785258,1883.5869189726432
2,65,1770.2180230482497,1888.43085895428
2,66,1776.2204703655273,1893.21347708152
2,67,1782.1808059535804,1897.9348321964694
2,68,1788.0990799879735,1902.5949797788476
2,69,1793.9753398174817,1907.1939721827507
2,70,1799.8096301603885,1911.7318588537123
2,71,1805.6019932846466,1916.2086865279248
2,72,1811.352469173471,1920.6244994153021
2,73,1817.0610956776416,1924.9793393678797
2,74,1822.7279086557696,1929.2732460349744
2,75,1828.3529421037094,1933.5062570061843
2,76,1833.936228273911,1937.6784079434497
2,77,1839.4777977858155,1941.7897327030346
2,78,1844.9776797278657,1945.8402634483814
2,79,1850.435901752065,1949.8300307546322
2,80,1855.852490161518,1953.7590637054482
2,81,1861.2274699917089,1957.627389982865
2,82,1866.5608650859779,1961.4350359507373
2,83,1871.8526981656069,1965.1820267322541
2,84,1877.1029908950663,1968.868386282106
2,85,1882.3117639427892,1972.49413745358
2,86,1887.4790370377086,1976.0593020612287
2,87,1892.604829022072,1979.5639009391277
2,88,1897.6891579006922,1983.0079539954236
2,89,1902.732040886955,1986.3914802631627
2,90,1907.7334944458619,1989.714497947881
2,91,1912.693534334219,1992.9770244720771
2,92,1917.612175638337,1996.179076516862
2,93,1922.4894328093137,1999.3206700609792
2,94,1927.3253196961182,2002.4018204173972
2,95,1932.1198495766287,2005.4225422676407
2,96,1936.8730351867664,2008.3828496939527
2,97,1941.5848887478824,2011.282756209615
2,98,1946.2554219924443,2014.1222747873958
2,99,1950.8846461882958,2016.9014178862446
2,100,1955.4725721613945,2019.6201974765809
3,0,1200.358729650448,1346.7975937923502
3,1,1231.1396166937843,1380.2921803541099
3,2,1253.0246836628485,1403.7953209126651
3,3,1270.4413701117078,1422.2727542267971
3,4,1285.2871501349625,1437.852654050265
3,5,1298.510760779913,1451.599107259955
3,6,1310.6392781839477,1464.103273231911
3,7,1321.9889480295008,1475.719847591757
3,8,1332.7610175690295,1486.674545737623
3,9,1343.0896516375046,1497.1178446015947
3,10,1353.0677335822165,1507.1539205212616
3,11,1362.761608651226,1516.8571851663428
3,12,1372.2199300264538,1526.28220709462
3,13,1381.479187594321,1535.4699127244485
3,14,1390.5672853856365,1544.451598728657
3,15,1399.5059265354694,1553.251606963928
3,16,1408.3122450978292,1561.8891546855043
3,17,1416.999948315904,1570.3796156976014
3,18,1425.5801325294337,1578.7354354607585
3,19,1434.0618765618453,1586.9667966245252
3,20,1442.4526803107315,1595.0821109428668
3,21,1450.7587936907787,1603.0883882107473
3,22,1458.985466630299,1610.991516655955
3,23,1467.13714137635,1618.7964786250686
3,24,1475.2176020652876,1626.5075183392407
3,25,1483.2300922425882,1634.1282737023366
3,26,1491.177408068117,1641.6618808383523
3,27,1499.0619728804513,1649.111057721452
3,28,1506.885897329299,1656.478171619418
3,29,1514.6510282331558,1663.7652938915774
3,30,1522.358988553748,1670.9742448234108
3,31,1530.011210316113,1678.10663054915
3,32,1537.6089618852816,1685.1638736448276
3,33,1545.1533706968387,1692.1472386224862
3,34,1552.6454423014557,1699.0578532901566
3,35,1560.0860764023516,1705.896726739235
3,36,1567.4760804254886,1712.6647645645544
3,37,1574.816181054245,1719.3627818014766
3,38,1582.107034076045,1725.9915139697227
3,39,1589.3492328223801,1732.551626539505
3,40,1596.543315431114,1739.0437230768246
3,41,1603.6897711184754,1745.4683522780704
3,42,1610.7890456148211,1751.8260140665986
3,43,1617.841545891334,1758.1171648941768
3,44,1624.8476442833542,1764.3422223656037
3,45,1631.807682098285,1770.501569285295
3,46,1638.721972781688,1776.5955572083121
3,47,1645.5908047035,1782.6245095653187
3,48,1652.4144436163795,1788.588724419868
3,49,1659.1931348304945,1794.4884769075477
3,50,1665.927105142025,1800.324021398982
3,51,1672.6165645474553,1806.0955934225433
3,52,1679.2617077707691,1811.8034113772667
3,53,1685.8627156271127,1817.4476780622467
3,54,1692.4197562428503,1823.028582045069
3,55,1698.9329861494114,1828.546298888664
3,56,1705.4025512659418,1834.0009922533707
3,57,1711.8285877836277,1839.392814888856
3,58,1718.2112229631025,1844.7219095284138
3,59,1724.5505758546203,1849.9884096967282
3,60,1730.846757949703,1855.1924404407443
3,61,1737.099873771639,1860.3341189919486
3,62,1743.3100214115284,1865.413555367604
3,63,1749.4772930155448,1870.4308529172483
3,64,1755.6017752285986,1875.386108820302
3,65,1761.6835495988503,1880.2794145397434
3,66,1767.722692947028,1885.1108562363647
3,67,1773.7192777040875,1889.8805151474594
3,68,1779.6733722203837,1894.5884679335934
3,69,1785.5850410490316,1899.234786996404
3,70,1791.454345205987,1903.819540770316
3,71,1797.281342409031,1908.342793990599
3,72,1803.0660872976794,1912.8046079399753
3,73,1808.8086316356869,1917.2050406757467
3,74,1814.5090244977612,1921.5441472392708
3,75,1820.1673124419835,1925.821979849256
3,76,1825.78353966904,1930.0385880804413
3,77,1831.3577481696066,1934.1940190288192
3,78,1836.8899778607204,1938.2883174646454
3,79,1842.380266712273,1942.3215259742806
3,80,1847.82865086426,1946.2936850917174
3,81,1853.2351647357252,1950.2048334207566
3,82,1858.5998411260148,1954.0550077485616
3,83,1863.9227113089034,1957.8442431512487
3,84,1869.203805120285,1961.5725730922634
3,85,1874.4431510399065,1965.2400295139462
3,86,1879.6407762674994,1968.8466429230775
3,87,1884.7967067939278,1972.3924424705351
3,88,1889.9109674675979,1975.8774560258673
3,89,1894.9835820565434,1979.3017102468868
3,90,1900.014573306542,1982.665230644848
3,91,1905.003962995441,1985.9680416454144
3,92,1909.9517719841344,1989.2101666457982
3,93,1914.8580202643116,1992.3916280683209
3,94,1919.7227270032624,1995.5124474106794
3,95,1924.5459105859393,1998.572645293132
3,96,1929.327588654467,2001.5722415027594
3,97,1934.0677781452944,2004.5112550351766
3,98,1938.7664953240944,2007.3897041337166
3,99,1943.4237558186958,2010.2076063262402
3,100,1948.039574650013,2012.964978459971
4,0,1195.1162790697674,1340.4651162790697
4,1,1220.7894788205726,1368.5272810311335
4,2,1240.7520576069946,1390.0740480504255
4,3,1257.4338782854247,1407.8720298714304
4,4,1272.049872284058,1423.3045327613854
4,5,1285.2750015074475,1437.1400602020963
4,6,1297.5142430983256,1449.8397142826432
4,7,1309.0253097838847,1461.6969236051634
4,8,1319.980010048921,1472.9073072377564
4,9,1330.4972882290604,1483.606293766028
4,10,1340.6621045640386,1493.8906178939733
4,11,1350.536763229659,1503.8312184045353
4,12,1360.167992357783,1513.481299384908
4,13,1369.5915252256978,1522.8815463135531
4,14,1378.8351543824192,1532.0636034514666
4,15,1387.9208213140091,1541.0524531099966
4,16,1396.8660792093242,1549.8680811381907
4,17,1405.685137792657,1558.5266665567265
4,18,1414.3896232020834,1567.0414467461435
4,19,1422.9891396386224,1575.4233569338603
4,20,1431.4916906031062,1583.6815098093816
4,21,1439.903999036257,1591.8235600318865
4,22,1448.2317535802001,1599.8559846206963
4,23,1456.4798001152894,1607.7843010367042
4,24,1464.6522922532317,1615.6132385320975
4,25,1472.7528106937998,1623.3468740484366
4,26,1480.784458710104,1630.988740935048
4,27,1488.7499391529439,1638.5419166252511
4,28,1496.65161701675,1646.0090938731619
4,29,1504.491570629961,1653.3926390384759
4,30,1512.271633811806,1660.694640085641
4,31,1519.9934308021589,1667.9169463545807
4,32,1527.6584053697936,1675.0612017030053
4,33,1535.2678452003763,1682.1288722742902
4,34,1542.8229024337259,1689.1212698809213
4,35,1550.3246110414639,1696.0395717905167
4,36,1557.7739015980446,1702.884837543921
4,37,1565.1716138901834,1709.6580233121533
4,38,1572.5185077248946,1716.3599942023297
4,39,1579.8152722294813,1722.9915348464751
4,40,1587.06253388331,1729.5533585464245
4,41,1594.2608634786811,1736.0461151994293
4,42,1601.4107821737973,1742.4703981899163
4,43,1608.5127667729594,1748.826750401518
4,44,1615.5672543467786,1755.1156694775539
4,45,1622.574646286641,1761.3376124374158
4,46,1629.535311872609,1767.4929997389304
4,47,1636.449591421622,1773.582218862846
4,48,1643.317799072367,1779.605627483702
4,49,1650.1402252549706,1785.56355628173
4,50,1656.9171388862048,1791.4563114423197
4,51,1663.6487893252784,1797.2841768828466
4,52,1670.3354081200005,1803.047416240873
4,53,1676.9772105692289,1808.7462746530707
4,54,1683.5743971236243,1814.3809803501406
4,55,1690.127154643959,1819.9517460895208
4,56,1696.6356575336383,1825.4587704448015
4,57,1703.1000687597605,1830.9022389683703
4,58,1709.5205407754352,1836.2823252414912
4,59,1715.8972163541935,1841.5991918243867
4,60,1722.2302293462349,1846.8529911172832
4,61,1728.5197053648099,1852.0438661419066
4,62,1734.7657624102587,1857.1719512520224
4,63,1740.9685114381148,1862.2373727802628
4,64,1747.1280568771153,1867.2402496279333
4,65,1753.2444971021673,1872.180693803504
4,66,1759.3179248667523,1877.0588109149767
4,67,1765.3484276987867,1881.874700620583
4,68,1771.3360882635411,1886.6284570420048
4,69,1777.280984696685,1891.320169143566
4,70,1783.1831909103353,1895.949921080707
4,71,1789.0427768746135,1900.5177925205805
4,72,1794.859808877022,1905.0238589373337
4,73,1800.6343497615578,1909.4681918843637
4,74,1806.3664591494273,1913.8508592456806
4,75,1812.056193643069,1918.1719254681166
4,76,1817.7036070147738,1922.4314517761763
4,77,1823.3087503814352,1926.6294963709229
4,78,1828.8716723664159,1930.7661146143357
4,79,1834.3924192498087,1934.8413592003644
4,80,1839.8710351078726,1938.8552803137113
4,81,1845.3075619426902,1942.8079257774448
4,82,1850.702039802779,1946.6993411903136
4,83,1856.0545068953268,1950.529570054559
4,84,1861.3649996908243,1954.29865389507
4,85,1866.6335530206684,1958.00663237041
4,86,1871.8602001681688,1961.6535433765905
4,87,1877.0449729536401,1965.2394231438177
4,88,1882.1879018139034,1968.7643063270993
4,89,1887.2890158766638,1972.2282260908908
4,90,1892.3483430301715,1975.631214188405
4,91,1897.3659099884126,1978.9733010358755
4,92,1902.341742352297,1982.254515782188
4,93,1907.2758646670272,1985.4748863742066
4,94,1912.168300475961,1988.6344396181137
4,95,1917.0190723712103,1991.7332012370323
4,96,1921.8282020411996,1994.7711959251242
4,97,1926.5957103154174,1997.748447398583
4,98,1931.3216172064829,2000.6649784435745
4,99,1936.0059419498514,2003.5208109613177
4,100,1940.6487030411452,2006.3159660107335
5,0,1190.288237550662,1334.681518216035
5,1,1212.4872442628505,1359.0305885199273
5,2,1230.7840595880298,1378.8559163237785
5,3,1246.6266524340265,1395.8314168829886
5,4,1260.8194499718559,1410.8870431172202
5,5,1273.845108504127,1424.5807667782765
5,6,1286.0107729506815,1437.2676607991207
5,7,1297.5212065914143,1449.1844404683911
5,8,1308.5181686200992,1460.494985601306
5,9,1319.1029156037157,1471.316353208733
5,10,1329.349702358052,1481.734385098635
5,11,1339.3142199949455,1491.8134626269953
5,12,1349.0390558352217,1501.6028185954367
5,13,1358.5573333506165,1511.1407451830166
5,14,1367.8952026504098,1520.4574730573838
5,15,1377.0735838220207,1529.577186752692
5,16,1386.10941217432,1538.5194642251288
5,17,1395.0165438690929,1547.300323802507
5,18,1403.806425300873,1555.9329980164805
5,19,1412.488595131773,1564.4285139767783
5,20,1421.0710658379517,1572.7961344555624
5,21,1429.5606172069486,1581.043697183118
5,22,1437.9630246133127,1589.1778787445182
5,23,1446.283238378109,1597.2044019269608
5,24,1454.5255260194735,1605.1282001676768
5,25,1462.6935860531478,1612.9535491122851
5,26,1470.7906397670115,1620.6841727101723
5,27,1478.8195057879843,1628.3233294170839
5,28,1486.7826610912193,1635.8738827243965
5,29,1494.682291243028,1643.3383592421646
5,30,1502.5203320307328,1650.7189968250195
5,31,1510.298504154161,1658.0177846770619
5,32,1518.0183422915356,1665.2364969532998
5,33,1525.6812195760044,1672.3767210555955
5,34,1533.2883683065595,1679.4398815753568
5,35,1540.8408975522834,1686.4272606448515
5,36,1548.339808180391,1693.340015310262
5,37,1555.7860057374228,1700.1791924229087
5,38,1563.1803115330188,1706.945741452599
5,39,1570.5234722123168,1713.6405255536895
5,40,1577.8161680519972,1720.2643311557017
5,41,1585.0590201742366,1726.8178763030046
5,42,1592.2525968397642,1733.3018179297883
5,43,1599.3974189542362,1739.7167582257343
5,44,1606.4939649004002,1746.063250222173
5,45,1613.5426747903932,1752.3418027079458
5,46,1620.5439542177392,1758.552884566871
5,47,1627.4981775764802,1764.6969286147896
5,48,1634.4056910044778,1770.774335002196
5,49,1641.266814999772,1776.7854742388072
5,50,1648.0818467514418,1782.7306898881668
5,51,1654.8510622207955,1788.6103009735798
5,52,1661.5747180034082,1794.4246041307508
5,53,1668.2530529986257,1800.1738755377403
5,54,1674.886289909228,1805.858372648679
5,55,1681.4746365911305,1811.478335754094
5,56,1688.0182872703697,1817.0339893877376
5,57,1694.5174236422522,1822.5255435973304
5,58,1700.9722158658924,1827.9531950942278
5,59,1707.3828234654443,1833.3171282953167
5,60,1713.7493961482044,1838.6175162687698
5,61,1720.072074548286,1843.854521593755
5,62,1726.350990903751,1849.0282971432443
5,63,1732.58626967394,1854.1389867976693
5,64,1738.7780281031608,1859.1867260965705
5,65,1744.9263767360542,1864.1716428343668
5,66,1751.0314198893932,1869.0938576058068
5,67,1757.093256084557,1873.9534843059068
5,68,1763.1119784445098,1878.7506305888799
5,69,1769.0876750585442,1883.4853982897869
5,70,1775.020429317854,1888.157883812483
5,71,1780.9103202246083,1892.7681784869399
5,72,1786.757422676986,1897.3163688987179
5,73,1792.5618077322329,1901.8025371930755
5,74,1798.3235428497412,1906.2267613560377
5,75,1804.0426921159587,1910.589115474314
5,76,1809.7193164525447,1914.8896699760246
5,77,1815.3534738093963,1919.1284918537642
5,78,1820.9452193436184,1923.3056448715595
5,79,1826.4946055858134,1927.4211897570729
5,80,1832.0016825945356,1931.4751843801844
5,81,1837.4664981000337,1935.4676839191477
5,82,1842.889097638083,1939.3987410152972
5,83,1848.2695246746325,1943.2684059171652
5,84,1853.6078207220985,1947.0767266149442
5,85,1858.9040254479305,1950.8237489658932
5,86,1864.1581767759278,1954.509516811616
5,87,1869.3703109810376,1958.134072087514
5,88,1874.5404627779933,1961.6974549253448
5,89,1879.6686654042974,1965.1997037491142
5,90,1884.7549506980038,1968.6408553649892
5,91,1889.7993491705565,1972.0209450455425
5,92,1894.8018900752033,1975.3400066088036
5,93,1899.7626014711823,1978.5980724924686
5,94,1904.6815102840246,1981.795173823627
5,95,1909.5586423622403,1984.9313404843008
5,96,1914.3940225306355,1988.0066011730328
5,97,1919.1876746405037,1991.0209834629488
5,98,1923.9396216168493,1993.974513856393
5,99,1928.6498855029706,1996.867217836343
5,100,1933.3184875024126,1999.6991199150496
6,0,1185.4601960315563,1328.8979201530003
6,1,1205.17763628759,1350.5947801367702
6,2,1222.1010506940297,1368.9964180130346
6,3,1237.1481342120267,1385.1812516557484
6,4,1250.8695038182732,1399.7963317892809
6,5,1263.6155521343,1413.2534179655083
6,6,1275.619874241127,1425.8270165523463
6,7,1287.044189810231,1437.7071704198866
6,8,1298.0040128926655,1449.029624475343
6,9,1308.5840537925367,1459.893924984006
6,10,1318.8478452379254,1470.3747316448344
6,11,1328.8439710797152,1480.5291371688088
6,12,1338.6102187574888,1490.4015469977917
6,13,1348.1764204603753,1500.0270180595858
6,14,1357.5664419396908,1509.4335958964061
6,15,1366.7996030893544,1518.64398404246
6,16,1375.8917110953068,1527.6767581166152
6,17,1384.8558240676552,1536.5472631953469
6,18,1393.7028237648376,1545.26828684237
6,19,1402.4418508639435,1553.8505706112203
6,20,1411.0806397840315,1562.3032035087265
6,21,1419.6257791043217,1570.633928022181
6,22,1428.0829161784095,1578.8493805692792
6,23,1436.456919414589,1586.9552821997495
6,24,1444.7520081000253,1594.956591156682
6,25,1452.9718570977568,1602.8576259098834
6,26,1461.1196819129184,1610.6621651204116
6,27,1469.1983082924705,1618.3735294298338
6,28,1477.210229542537,1625.9946488159678
6,29,1485.1576540199708,1633.5281184020407
6,30,1493.0425447086575,1640.976244964264
6,31,1500.8666523779955,1648.3410858976233
6,32,1508.631543505864,1655.6244820292084
6,33,1516.3386239057484,1662.828085383345
6,34,1523.9891588097962,1669.9533827819187
6,35,1531.5842900128625,1677.0017159910215
6,36,1539.1250505674295,1683.9742989894896
6,37,1546.612377428088,1690.8722328279073
6,38,1554.0471223717236,1697.696518461354
6,39,1561.4300614617325,1704.4480678711145
6,40,1568.7619032777368,1711.1277137357476
6,41,1576.0432960947003,1717.7362178675753
6,42,1583.2748341646861,1724.2742785945388
6,43,1590.4570632293746,1730.7425372382259
6,44,1597.590485371113,1737.1415838144862
6,45,1604.6755632932486,1743.4719620634335
6,46,1611.7127241065523,1749.7341738990046
6,47,1618.7023626870375,1755.9286833548465
6,48,1625.6448446606175,1762.0559200917446
6,49,1632.5405090622492,1768.1162825224255
6,50,1639.389670710095,1774.1101406015534
6,51,1646.1926223298346,1780.0378383220752
6,52,1652.949636459143,1785.8996959532865
6,53,1659.6609671585816,1791.696012051301
6,54,1666.3268515513412,1797.427065268498
6,55,1672.9475112115388,1803.0931159849747
6,56,1679.5231534182026,1808.6944077820938
6,57,1686.0539722897722,1814.2311687757508
6,58,1692.5401498123008,1819.7036128245966
6,59,1698.981856772684,1825.1119406267399
6,60,1705.3792536071105,1830.4563407167857
6,61,1711.732491173476,1835.736990373517
6,62,1718.0417114556963,1840.9540564475765
6,63,1724.307048206724,1846.1076961170918
6,64,1730.5286275364872,1851.1980575785883
6,65,1736.7065684501383,1856.225280679486
6,66,1742.8409833414296,1861.1894974979182
6,67,1748.9319784455358,1866.0908328748374
6,68,1754.979654255206,1870.929404903055
6,69,1760.9841059035773,1875.7053253770944
6,70,1766.945423516777,1880.4187002075532
6,71,1772.8636925390426,1885.0696298031855
6,72,1778.738994032871,1889.6582094235782
6,73,1784.5714049563317,1894.1845295050346
6,74,1790.36099841957,1898.6486759620602
6,75,1796.1078439223793,1903.050730466456
6,76,1801.8120075742947,1907.3907707060469
6,77,1807.4735522988738,1911.6688706246566
6,78,1813.0925380232898,1915.8851006449672
6,79,1818.6690218546396,1920.0395278756703
6,80,1824.2030582438554,1924.1322163041104
6,81,1829.6946991383784,1928.1632269756844
6,82,1835.1439941244234,1932.132618161008
6,83,1840.550990559592,1936.0404455117794
6,84,1845.915733696698,1939.8867622063099
6,85,1851.2382667994482,1943.6716190853651
6,86,1856.518631250494,1947.3950647792922
6,87,1861.756866652597,1951.057145826765
6,88,1866.9530109232915,1954.6579067861157
6,89,1872.1071003835789,1958.1973903395217
6,90,1877.2191698411082,1961.6756373907479
6,91,1882.2892526681387,1965.0926871568033
6,92,1887.3173808748036,1968.4485772539977
6,93,1892.3035851778982,1971.7433437787859
6,94,1897.2478950655445,1974.977021383769
6,95,1902.1503388580206,1978.1496433491873
6,96,1907.0109437650021,1981.2612416501386
6,97,1911.8297359394894,1984.3118470199865
6,98,1916.6067405285726,1987.301489010061
6,99,1921.3419817213808,1990.2301960458808
6,100,1926.035482794239,1993.0979954803586
7,0,1181.0098711726778,1323.6172020424735
7,1,1198.8189220040674,1343.262044292088
7,2,1214.5684808412936,1360.4338041648432
7,3,1228.8641129927648,1375.8564158281051
7,4,1242.0911782001945,1389.9905646611019
7,5,1254.5065829580587,1403.1433742499921
7,6,1266.288185608687,1415.5274686159592
7,7,1277.5630278251722,1427.2947220598453
7,8,1288.424273501115,1438.556509068941
7,9,1298.9417955567162,1449.3963605087126
7,10,1309.1690262250715,1459.8781529233331
7,11,1319.147523909698,1470.0515680693925
7,12,1328.910097876537,1479.9558283862928
7,13,1338.482995538327,1489.622311825572
7,14,1347.8874648006295,1499.0764195860684
7,15,1357.1408903134477,1508.3389344668626
7,16,1366.2576333093982,1517.4270248671673
7,17,1375.2496614823115,1526.3549977863454
7,18,1384.1270276950204,1535.1348711038477
7,19,1392.8982382160768,1543.7768137946086
7,20,1401.5705391260824,1552.289488318748
7,21,1410.150141351289,1560.6803196420783
7,22,1418.642399138444,1568.9557085972117
7,23,1427.05195283475,1577.1212025724017
7,24,1435.3828440329087,1585.1816331638636
7,25,1443.6386091265585,1593.141228018303
7,26,1451.8223558555394,1601.0037023403781
7,27,1459.936826343263,1608.7723342518773
7,28,1467.9844493275907,1616.4500272320633
7,29,1475.9673836866218,1624.0393621514093
7,30,1483.8875549062457,1631.5426408673738
7,31,1491.7466857896115,1638.9619229366147
7,32,1499.5463224421092,1646.2990566792112
7,33,1507.28785635859,1653.5557055832444
7,34,1514.9725432783234,1660.7333708452697
7,35,1522.6015193463516,1667.8334106907425
7,36,1530.1758150198011,1674.8570569985554
7,37,1537.6963670778907,1681.805429658621
7,38,1545.164029030561,1688.6795490150864
7,39,1552.579580169508,1695.48034668651
7,40,1559.9437334637298,1702.2086750047597
7,41,1567.2571424681314,1708.8653152740699
7,42,1574.520407386211,1715.450985018718
7,43,1581.7340804051753,1721.9663443610477
7,44,1588.8986704034323,1728.4120016490906
7,45,1596.0146471149055,1734.788518434893
7,46,1603.082444821889,1741.096413889199
7,47,1610.102465637637,1747.33616872567
7,48,1617.0750824307772,1753.5082286969732
7,49,1624.000641436484,1759.6130077162986
7,50,1630.8794645927146,1765.650890650286
7,51,1637.7118516348273,1771.622235823062
7,52,1644.4980819771135,1777.5273772655921
7,53,1651.2384164062619,1783.3666267401013
7,54,1657.9330986081948,1789.1402755653967
7,55,1664.5823565471494,1794.8485962655284
7,56,1671.1864037134596,1800.4918440614147
7,57,1677.7454402542978,1806.0702582226816
7,58,1684.2596540001025,1811.5840632946692
7,59,1690.7292213976343,1817.0334702139
7,60,1697.154308359533,1822.4186773236888
7,61,1703.5350710388573,1827.739871300073
7,62,1709.8716565363297,1832.9972279973117
7,63,1716.1642035469051,1838.1909132208377
7,64,1722.4128429517395,1843.3210834349366
7,65,1728.6176983608223,1848.3878864114279
7,66,1734.7788866109909,1853.3914618250603
7,67,1740.8965182235613,1858.3319418005735
7,68,1746.9706978253953,1863.2094514160722
7,69,1753.00152453668,1868.0241091665969
7,70,1758.9890923284995,1872.7760273916022
7,71,1764.9334903528934,1877.4653126695457
7,72,1770.8348032478902,1882.0920661825114
7,73,1776.69311141962,1886.656384053463
7,74,1782.5084913035182,1891.1583576585692
7,75,1788.2810156064893,1895.5980739166127
7,76,1794.0107535314646,1899.975615557532
7,77,1799.6977709860228,1904.2910613717356
7,78,1805.3421307761853,1908.5444864418419
7,79,1810.943892786788,1912.7359623582706
7,80,1816.5031141493214,1916.8655574199172
7,81,1822.01984939839,1920.93333682118
7,82,1827.494150617625,1924.939362826382
7,83,1832.926067575812,1928.8836949325296
