"mol%TiO2","mol%HfO2","Ms (K)","T0 (K)"
7,84,1838.3156478540902,1932.7663900213977
7,85,1843.6629369648822,1936.5875025016035
7,86,1848.967978463063,1940.3470844416581
7,87,1854.230814050116,1944.045185694345
7,88,1859.4514836716714,1947.6818540134125
7,89,1864.6300256089519,1951.2571351628526
7,90,1869.7664765645957,1954.7710730194958
7,91,1874.8608717431514,1958.2237096692777
7,92,1879.9132449267695,1961.615085497688
7,93,1884.923628546313,1964.9452392747908
7,94,1889.8920537482559,1968.2142082352098
7,95,1894.8185504576418,1971.422028153404
7,96,1899.7031474373748,1974.5687334144993
7,97,1904.545872344104,1977.654357081134
7,98,1909.346751780866,1980.6789309564347
7,99,1914.1058113468334,1983.6424856433657
7,100,1918.8230756841938,1986.5450506009092
8,0,1176.5595463137997,1318.336483931947
8,1,1192.8842942593546,1336.3853123883293
8,2,1207.6523599873296,1352.527569464185
8,3,1221.277127475391,1367.2668741308464
8,4,1234.0341860419826,1380.9389723691984
8,5,1246.1143282921814,1393.7763037044745
8,6,1257.6538346581845,1405.9448963689804
8,7,1268.7526441236041,1417.5665043997396
8,8,1279.4857109261488,1428.7324433245235
