CollectionCode	StructuredFormula	StructureType	Reference	StandardisedCellParameter	FormulaUnitsPerCell	Temperature	Pressure	SumFormula	MeasuredDensity	
26982	Gd Cr O4	Zircon-ZrSiO4	Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences (1964) 259, (*) p411-p413	7.2040 7.2040 6.3150 90.000 90.000 90.000	4	293.00	0.101325	Cr1 Gd1 O4		
26986	Er Cr O4	Zircon-ZrSiO4	Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences (1964) 259, (*) p411-p413	7.0930 7.0930 6.2300 90.000 90.000 90.000	4	293.00	0.101325	Cr1 Er1 O4		
26987	Yb Cr O4	Zircon-ZrSiO4	Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences (1964) 259, (*) p411-p413	7.0580 7.0580 6.2160 90.000 90.000 90.000	4	293.00	0.101325	Cr1 O4 Yb1		
26989	Y Cr O4	Zircon-ZrSiO4	Comptes Rendus Hebdomadaires des Seances de l'Academie des Sciences (1964) 259, (*) p411-p413	7.1120 7.1120 6.2510 90.000 90.000 90.000	4	293.00	0.101325	Cr1 O4 Y1		
27947	Sc (V O4)	Zircon-ZrSiO4	Journal of Physical Chemistry (1953) 57, (*) p535-p537	6.7800 6.7800 6.1200 90.000 90.000 90.000	4	293.00	0.101325	O4 Sc1 V1	3.6	
28554	Y (P O4)	Zircon-ZrSiO4	Zeitschrift fuer Kristallographie (1965) 121, (*) p315-p316	6.8780 6.8780 6.0360 90.000 90.000 90.000	4	293.00	0.101325	O4 P1 Y1	4.68	
36060	Y (V O4)	Zircon-ZrSiO4	Acta Crystallographica, Section B: Structural Crystallography and Crystal Chemistry (1968) 24, (*) p292-p293	7.1230 7.1230 6.2920 90.000 90.000 90.000	4	293.00	0.101325	O4 V1 Y1	4.25	
40122	Er (V O4)	Zircon-ZrSiO4	Chemical Physics Letters (1968) 2, (*) p47-p50	7.0975 7.0975 6.2723 90.000 90.000 90.000	4	77.00	0.101325	Er1 O4 V1	5.9	
51903	Gd (Cr O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2002) 164, (*) p313-p319	7.2030 7.2030 6.3190 90.000 90.000 90.000	4	293.00	0.101325	Cr1 Gd1 O4		
51906	Yb (Cr O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2002) 164, (*) p313-p319	7.0370 7.0370 6.2040 90.000 90.000 90.000	4	293.00	0.101325	Cr1 O4 Yb1		
56113	Y (P O4)	Zircon-ZrSiO4	Philosophical Magazine  (1927) 4, (*) p511-p525	6.9000 6.9000 6.0260 90.000 90.000 90.000	4	293.00	0.101325	O4 P1 Y1	4.5	
90461	Nd Cr O4	Zircon-ZrSiO4	Journal of Alloys and Compounds (2000) 312, (*) p53-p59	7.3050 7.3050 6.3940 90.000 90.000 90.000	4	293.00	0.101325	Cr1 Nd1 O4		
90462	Sm (Cr O4)	Zircon-ZrSiO4	Journal of Alloys and Compounds (2000) 312, (*) p53-p59	7.2440 7.2440 6.3470 90.000 90.000 90.000	4	293.00	0.101325	Cr1 O4 Sm1		
95166	Er (Cr O4)	Zircon-ZrSiO4	Journal of Alloys and Compounds (2002) 2000, (*) p369-p374	7.0620 7.0620 6.2010 90.000 90.000 90.000	4	100.00	0.101325	Cr1 Er1 O4		
96405	Nd (Cr O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2003) 171, (*) p161-p169	7.2660 7.2660 6.3580 90.000 90.000 90.000	4	50.00	0.101325	Cr1 Nd1 O4		
96406	Er (Cr O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2003) 171, (*) p161-p169	7.0550 7.0550 6.1930 90.000 90.000 90.000	4	50.00	0.101325	Cr1 Er1 O4		
107638	Y (V O4)	Zircon-ZrSiO4	American Mineralogist (1971) 56, (*) p395-p410	7.1050 7.1050 6.2000 90.000 90.000 90.000	4	293.00	0.101325	O4 V1 Y1		
164837	Sc (V O4)	Zircon-ZrSiO4	Physical Review B: Condensed Matter and Materials Physics (2009) 79, (*) p184104-1-p184104-9	6.7805 6.7805 6.1346 90.000 90.000 90.000	4	293.00	0.101325	O4 Sc1 V1		
167089	Er (P O4)	Zircon-ZrSiO4	Eesti NSV Teaduste Akadeemia Toimetised, Keemia, Geoloogia (1991) 28, (*) p515-p518	6.8460 6.8460 5.9910 90.000 90.000 90.000	4	4.40	0.101325	Er1 O4 P1		
167090	Er (P O4)	Zircon-ZrSiO4	Eesti NSV Teaduste Akadeemia Toimetised, Keemia, Geoloogia (1991) 28, (*) p515-p518	6.8430 6.8430 5.9890 90.000 90.000 90.000	4	0.40	0.101325	Er1 O4 P1		
167091	Er (V O4)	Zircon-ZrSiO4	Eesti NSV Teaduste Akadeemia Toimetised, Keemia, Geoloogia (1991) 28, (*) p515-p518	7.0820 7.0820 6.2510 90.000 90.000 90.000	4	5.00	0.101325	Er1 O4 V1		
167092	Er (V O4)	Zircon-ZrSiO4	Eesti NSV Teaduste Akadeemia Toimetised, Keemia, Geoloogia (1991) 28, (*) p515-p518	7.0820 7.0820 6.2500 90.000 90.000 90.000	4	0.50	0.101325	Er1 O4 V1		
173635	Yb (P O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2008) 181, (10) p2633-p2638	6.8010 6.8010 5.9650 90.000 90.000 90.000	4	293.00	1000	O4 P1 Yb1		
183202	Ce (V O4)	Zircon-ZrSiO4	Physical Review B: Condensed Matter and Materials Physics (2011) 84, (*) p024111-1-p024111-12	7.3990 7.3990 6.4820 90.000 90.000 90.000	4	293.00	0.101325	Ce1 O4 V1		
186231	Gd (V O4)	Zircon-ZrSiO4	Journal of Alloys and Compounds (2012) 538, (*) p56-p60	7.1986 7.1986 6.3353 90.000 90.000 90.000	4	293.00	0.101325	Gd1 O4 V1		
202425	Ce (V O4)	Zircon-ZrSiO4	Bulletin de Mineralogie (1987) 110, (*) p657-p663	7.3540 7.3540 6.4880 90.000 90.000 90.000	4	293.00	0.101325	Ce1 O4 V1	4.76	
246708	Y (V O4)	Zircon-ZrSiO4	Physical Review B: Condensed Matter and Materials Physics (2004) 70, (*) p064109-1-p064109-6	7.1224 7.1224 6.2913 90.000 90.000 90.000	4	293.00	0.101325	O4 V1 Y1		
246709	Y (V O4)	Zircon-ZrSiO4	Physical Review B: Condensed Matter and Materials Physics (2004) 70, (*) p064109-1-p064109-6	6.9803 6.9803 6.2131 90.000 90.000 90.000	4	293.00	7800	O4 V1 Y1		
247450	Ce (V O4)	Zircon-ZrSiO4	Journal of Solid State Chemistry (2010) 183, (6) p1231-p1238	7.4004 7.4004 6.4982 90.000 90.000 90.000	4	293.00	0.101325	Ce1 O4 V1		
253504	Er Si O4	Zircon-ZrSiO4	Inorganic Chemistry (2016) 55, (21) p11273-p11282	6.8837 6.8837 6.0227 90.000 90.000 90.000	4	293.00	0.101325	Er1 O4 Si1		
257652	Sc V O4	Zircon-ZrSiO4	Journal of Physics: Condensed Matter (2017) 29, (5) p055401-1-p055401-12	6.7805 6.7805 6.1522 90.000 90.000 90.000	4	293.00	500	O4 Sc1 V1		
259796	La (V O4)	Zircon-ZrSiO4	Optical Materials (Amsterdam, Netherlands) (2015) 49, (*) p32-p38	7.4569 7.4569 6.5483 90.000 90.000 90.000	4	293.00	0.101325	La1 O4 V1		
259802	Ce (V O4)	Zircon-ZrSiO4	Materials Research Bulletin (2016) 81, (*) p71-p84	7.3700 7.3700 6.4800 90.000 90.000 90.000	4	293.00	0.101325	Ce1 O4 V1		
259803	Nd (V O4)	Zircon-ZrSiO4	Materials Research Bulletin (2016) 81, (*) p71-p84	7.3400 7.3400 6.4500 90.000 90.000 90.000	4	293.00	0.101325	Nd1 O4 V1		
